timestamp,service_name,event_code,event_provider,trace_id,transaction_id,message,callee,parsed,call_duration
2025-06-03 11:32:06:045,S2,m2,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S4:4, SetPosition NearTransfer, (Position:0.28,Temperature:300)",S4,2025-06-03 11:32:06.045,0.0
2025-06-03 11:32:06:479,S2,m2,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S4:4, SetPosition Transfer, (Position:0.29,Temperature:300)",S4,2025-06-03 11:32:06.479,0.376
2025-06-03 11:32:06:858,S2,m3,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S4:4, SetMaxSignalVoltage 2.7",S4,2025-06-03 11:32:06.858,0.116
2025-06-03 11:32:06:981,S2,m4,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S4:5, SetPosition Park, 0",S4,2025-06-03 11:32:06.981,0.198
2025-06-03 11:32:07:179,S2,m4,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S4:5, SetPosition Capsule, 0.19",S4,2025-06-03 11:32:07.179,0.205
2025-06-03 11:32:07:384,S2,m4,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S4:5, SetPosition Slot1, 0.005499999999999998",S4,2025-06-03 11:32:07.384,0.0
2025-06-03 11:32:07:568,S2,m4,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S4:5, SetPosition Slot2, 0.008999999999999994",S4,2025-06-03 11:32:07.568,0.125
2025-06-03 11:32:07:693,S2,m4,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S4:5, SetPosition Slot3, 0.012499999999999997",S4,2025-06-03 11:32:07.693,0.0
2025-06-03 11:32:07:886,S2,m4,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S4:5, SetPosition Slot4, 0.015999999999999997",S4,2025-06-03 11:32:07.886,0.213
2025-06-03 11:32:08:099,S2,m4,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S4:5, SetPosition Slot5, 0.019499999999999997",S4,2025-06-03 11:32:08.099,0.158
2025-06-03 11:32:08:257,S2,m4,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S4:5, SetPosition Slot6, 0.022999999999999996",S4,2025-06-03 11:32:08.257,0.207
2025-06-03 11:32:08:465,S2,m4,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S4:5, SetPosition Slot7, 0.026499999999999996",S4,2025-06-03 11:32:08.465,0.164
2025-06-03 11:32:08:630,S2,m4,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S4:5, SetPosition Slot8, 0.03",S4,2025-06-03 11:32:08.630,0.201
2025-06-03 11:32:08:831,S2,m4,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S4:5, SetPosition Slot9, 0.033499999999999995",S4,2025-06-03 11:32:08.831,0.0
2025-06-03 11:32:09:013,S2,m4,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S4:5, SetPosition Slot10, 0.037",S4,2025-06-03 11:32:09.013,0.0
2025-06-03 11:32:09:187,S2,m4,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S4:5, SetPosition Slot11, 0.040499999999999994",S4,2025-06-03 11:32:09.187,0.177
2025-06-03 11:32:09:365,S2,m4,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S4:5, SetPosition Slot12, 0.044",S4,2025-06-03 11:32:09.365,0.154
2025-06-03 11:32:09:528,S2,m5,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S3:2, CreatePosition",S3,2025-06-03 11:32:09.528,0.007
2025-06-03 11:32:09:536,S2,m6,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S3:8, SetTemCoordinates (Alpha:-0.104593,Beta:0,X:0.000279993,Y:0.000168015,Z:-0.000210003)",S3,2025-06-03 11:32:09.536,0.002
2025-06-03 11:32:09:538,S2,m7,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S3:2, SetPosition PreLoad, (Pos_objectId:2970299:S3:8,Temperature:300)",S3,2025-06-03 11:32:09.538,0.0
2025-06-03 11:32:09:815,S3,m8,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:1, CreatePosition",S7,2025-06-03 11:32:09.815,0.003
2025-06-03 11:32:09:819,S3,m9,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:12, SetX 0.00027999328",S7,2025-06-03 11:32:09.819,0.003
2025-06-03 11:32:09:822,S3,m10,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:12, SetY 0.000168014818",S7,2025-06-03 11:32:09.822,0.0
2025-06-03 11:32:09:824,S3,m11,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:12, SetZ -0.00021000338",S7,2025-06-03 11:32:09.824,0.002
2025-06-03 11:32:09:826,S3,m12,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:12, SetA -0.104593124883517",S7,2025-06-03 11:32:09.826,0.0
2025-06-03 11:32:09:828,S3,m13,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:12, SetB 0",S7,2025-06-03 11:32:09.828,0.001
2025-06-03 11:32:09:830,S3,m14,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:13, SetItemByKey 2, object[id:2970299:S7:12]",S7,2025-06-03 11:32:09.830,0.001
2025-06-03 11:32:09:835,S2,m5,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S3:2, CreatePosition",S3,2025-06-03 11:32:09.835,0.001
2025-06-03 11:32:09:836,S2,m6,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S3:9, SetTemCoordinates (Alpha:-0.0173267,Beta:0,X:0.000249993,Y:0.000138015,Z:1.99966e-05)",S3,2025-06-03 11:32:09.836,0.003
2025-06-03 11:32:09:839,S2,m7,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S3:2, SetPosition Exchange, (Pos_objectId:2970299:S3:9,Temperature:300)",S3,2025-06-03 11:32:09.839,0.0
2025-06-03 11:32:09:843,S1,m1,infrastructure,t9,e3530d56-e9a8-4d00-8c19-04d819aa70cc,"-> Client, 2970299:S8:1, HasExtensionKit",S8,2025-06-03 11:32:09.843,0.007
2025-06-03 11:32:09:966,S3,m8,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:1, CreatePosition",S7,2025-06-03 11:32:09.966,0.003
2025-06-03 11:32:09:969,S3,m9,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:14, SetX 0.00024999328",S7,2025-06-03 11:32:09.969,0.003
2025-06-03 11:32:09:972,S3,m10,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:14, SetY 0.000138014818",S7,2025-06-03 11:32:09.972,0.002
2025-06-03 11:32:09:975,S3,m11,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:14, SetZ 1.999662e-05",S7,2025-06-03 11:32:09.975,0.003
2025-06-03 11:32:09:978,S3,m12,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:14, SetA -0.0173266622838001",S7,2025-06-03 11:32:09.978,0.002
2025-06-03 11:32:09:980,S3,m13,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:14, SetB 0",S7,2025-06-03 11:32:09.980,0.0
2025-06-03 11:32:09:988,S3,m14,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:15, SetItemByKey 0, object[id:2970299:S7:14]",S7,2025-06-03 11:32:09.988,0.003
2025-06-03 11:32:09:997,S2,m5,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S3:2, CreatePosition",S3,2025-06-03 11:32:09.997,0.003
2025-06-03 11:32:10:000,S2,m6,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S3:10, SetTemCoordinates (Alpha:-0.0173267,Beta:0,X:0.000249993,Y:-1.19852e-05,Z:1.99966e-05)",S3,2025-06-03 11:32:10.000,0.002
2025-06-03 11:32:10:002,S2,m7,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S3:2, SetPosition HighClamp, (Pos_objectId:2970299:S3:10,Temperature:300)",S3,2025-06-03 11:32:10.002,0.152
2025-06-03 11:32:10:152,S3,m8,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:1, CreatePosition",S7,2025-06-03 11:32:10.152,0.002
2025-06-03 11:32:10:154,S3,m9,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:16, SetX 0.00024999328",S7,2025-06-03 11:32:10.154,0.0
2025-06-03 11:32:10:156,S3,m10,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:16, SetY -1.1985182e-05",S7,2025-06-03 11:32:10.156,0.0
2025-06-03 11:32:10:158,S3,m11,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:16, SetZ 1.999662e-05",S7,2025-06-03 11:32:10.158,0.0
2025-06-03 11:32:10:159,S3,m12,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:16, SetA -0.0173266622838001",S7,2025-06-03 11:32:10.159,0.0
2025-06-03 11:32:10:160,S3,m13,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:16, SetB 0",S7,2025-06-03 11:32:10.160,0.0
2025-06-03 11:32:10:163,S3,m14,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:17, SetItemByKey 3, object[id:2970299:S7:16]",S7,2025-06-03 11:32:10.163,0.001
2025-06-03 11:32:10:171,S2,m5,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S3:2, CreatePosition",S3,2025-06-03 11:32:10.171,0.002
2025-06-03 11:32:10:173,S2,m6,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S3:11, SetTemCoordinates (Alpha:-0.0173267,Beta:0,X:0.000249993,Y:-1.19852e-05,Z:-0.000180003)",S3,2025-06-03 11:32:10.173,0.002
2025-06-03 11:32:10:175,S2,m7,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S3:2, SetPosition LowClamp, (Pos_objectId:2970299:S3:11,Temperature:300)",S3,2025-06-03 11:32:10.175,0.0
2025-06-03 11:32:10:325,S3,m8,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:1, CreatePosition",S7,2025-06-03 11:32:10.325,0.002
2025-06-03 11:32:10:327,S3,m9,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:18, SetX 0.00024999328",S7,2025-06-03 11:32:10.327,0.0
2025-06-03 11:32:10:329,S3,m10,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:18, SetY -1.1985182e-05",S7,2025-06-03 11:32:10.329,0.001
2025-06-03 11:32:10:330,S3,m11,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:18, SetZ -0.00018000338",S7,2025-06-03 11:32:10.330,0.001
2025-06-03 11:32:10:331,S3,m12,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:18, SetA -0.0173266622838001",S7,2025-06-03 11:32:10.331,0.0
2025-06-03 11:32:10:333,S3,m13,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:18, SetB 0",S7,2025-06-03 11:32:10.333,0.0
2025-06-03 11:32:10:335,S3,m14,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:19, SetItemByKey 4, object[id:2970299:S7:18]",S7,2025-06-03 11:32:10.335,0.002
2025-06-03 11:32:10:342,S2,m5,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S3:2, CreatePosition",S3,2025-06-03 11:32:10.342,0.002
2025-06-03 11:32:10:344,S2,m6,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S3:12, SetTemCoordinates (Alpha:0,Beta:0,X:0,Y:0,Z:0)",S3,2025-06-03 11:32:10.344,0.0
2025-06-03 11:32:10:346,S2,m7,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S3:2, SetPosition PostLoad, (Pos_objectId:2970299:S3:12,Temperature:300)",S3,2025-06-03 11:32:10.346,0.151
2025-06-03 11:32:10:495,S3,m8,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:1, CreatePosition",S7,2025-06-03 11:32:10.495,0.002
2025-06-03 11:32:10:497,S3,m9,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:20, SetX 0",S7,2025-06-03 11:32:10.497,0.0
2025-06-03 11:32:10:499,S3,m10,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:20, SetY 0",S7,2025-06-03 11:32:10.499,0.003
2025-06-03 11:32:10:502,S3,m11,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:20, SetZ 0",S7,2025-06-03 11:32:10.502,0.002
2025-06-03 11:32:10:504,S3,m12,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:20, SetA 0",S7,2025-06-03 11:32:10.504,0.002
2025-06-03 11:32:10:506,S3,m13,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:20, SetB 0",S7,2025-06-03 11:32:10.506,0.0
2025-06-03 11:32:10:510,S3,m14,infrastructure,t8,fb2ace14-12e9-4149-a2d2-3d77cc9fb44b,"-> Client, 2970299:S7:21, SetItemByKey 1, object[id:2970299:S7:20]",S7,2025-06-03 11:32:10.510,0.002
2025-06-03 11:32:10:542,S1,m1,infrastructure,t10,a3dd9882-2999-48cd-be52-864b9c57b7af,"-> Client, 2970299:S8:1, HasExtensionKit",S8,2025-06-03 11:32:10.542,0.011
2025-06-03 11:32:11:038,S1,m1,infrastructure,t11,bca7a13a-566f-46d0-b018-15fb298a3d62,"-> Client, 2970299:S8:1, HasExtensionKit",S8,2025-06-03 11:32:11.038,0.009
2025-06-03 11:32:15:388,S1,m15,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S4:5, Recover",S4,2025-06-03 11:32:15.388,0.208
2025-06-03 11:32:15:594,S4,m16,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S5:3, DestroyMotion 128",S5,2025-06-03 11:32:15.594,0.002
2025-06-03 11:32:15:602,S4,m16,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S5:3, DestroyMotion 128",S5,2025-06-03 11:32:15.602,0.002
2025-06-03 11:32:15:607,S4,m17,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S5:1, DestroyConnection 2",S5,2025-06-03 11:32:15.607,0.002
2025-06-03 11:32:15:618,S4,m18,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S5:1, CreateConnection",S5,2025-06-03 11:32:15.618,0.002
2025-06-03 11:32:15:622,S4,m19,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S5:3, Enable",S5,2025-06-03 11:32:15.622,0.002
2025-06-03 11:32:15:623,S5,m20,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S10:2, EnableMotion",S10,2025-06-03 11:32:15.623,0.001
2025-06-03 11:32:15:625,S4,m21,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S5:3, Recover",S5,2025-06-03 11:32:15.625,0.002
2025-06-03 11:32:15:626,S5,m22,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S10:2, RecoverMotion",S10,2025-06-03 11:32:15.626,0.001
2025-06-03 11:32:15:630,S4,m23,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S5:3, CreateAbsoluteMove",S5,2025-06-03 11:32:15.630,0.001
2025-06-03 11:32:15:631,S4,m24,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S5:3, CreateHome",S5,2025-06-03 11:32:15.631,0.0
2025-06-03 11:32:15:633,S4,m25,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S5:35, AddAxis Z",S5,2025-06-03 11:32:15.633,0.0
2025-06-03 11:32:15:639,S1,m26,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S4:4, Recover",S4,2025-06-03 11:32:15.639,0.191
2025-06-03 11:32:15:829,S4,m16,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S5:3, DestroyMotion 128",S5,2025-06-03 11:32:15.829,0.001
2025-06-03 11:32:15:835,S4,m16,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S5:3, DestroyMotion 128",S5,2025-06-03 11:32:15.835,0.002
2025-06-03 11:32:15:838,S4,m17,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S5:1, DestroyConnection 3",S5,2025-06-03 11:32:15.838,0.002
2025-06-03 11:32:15:846,S4,m18,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S5:1, CreateConnection",S5,2025-06-03 11:32:15.846,0.001
2025-06-03 11:32:15:849,S4,m19,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S5:3, Enable",S5,2025-06-03 11:32:15.849,0.003
2025-06-03 11:32:15:850,S5,m20,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S10:2, EnableMotion",S10,2025-06-03 11:32:15.850,0.002
2025-06-03 11:32:15:853,S4,m21,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S5:3, Recover",S5,2025-06-03 11:32:15.853,0.004
2025-06-03 11:32:15:855,S5,m22,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S10:2, RecoverMotion",S10,2025-06-03 11:32:15.855,0.002
2025-06-03 11:32:15:860,S4,m23,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S5:3, CreateAbsoluteMove",S5,2025-06-03 11:32:15.860,0.001
2025-06-03 11:32:15:862,S4,m24,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S5:3, CreateHome",S5,2025-06-03 11:32:15.862,0.001
2025-06-03 11:32:15:863,S4,m25,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S5:42, AddAxis X",S5,2025-06-03 11:32:15.863,0.0
2025-06-03 11:32:15:874,S1,m26,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S4:4, MoveToPosition Park",S4,2025-06-03 11:32:15.874,0.44
2025-06-03 11:32:16:310,S4,m27,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S5:41, SetPosition X, 0",S5,2025-06-03 11:32:16.310,0.004
2025-06-03 11:32:16:318,S4,m28,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S5:44, Execute",S5,2025-06-03 11:32:16.318,0.007
2025-06-03 11:32:16:321,S5,m29,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S10:3, ExecuteMove (MoveCorrection:,MoveType:Absolute,ParameterSet:,Position:0,Velocity:0)",S10,2025-06-03 11:32:16.321,0.004
2025-06-03 11:32:16:327,S4,m30,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S5:44, Wait 60",S5,2025-06-03 11:32:16.327,0.112
2025-06-03 11:32:16:328,S5,m31,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S10:3, Wait 60",S10,2025-06-03 11:32:16.328,0.111
2025-06-03 11:32:16:446,S1,m32,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S4:7, CloseGripper",S4,2025-06-03 11:32:16.446,0.005
2025-06-03 11:32:16:447,S4,m33,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S6:225, Set 2",S6,2025-06-03 11:32:16.447,0.004
2025-06-03 11:32:16:448,S6,m34,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S10:2, CloseCassetteGripper",S10,2025-06-03 11:32:16.448,0.003
2025-06-03 11:32:16:472,S1,m32,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S4:6, CloseGripper",S4,2025-06-03 11:32:16.472,0.005
2025-06-03 11:32:16:474,S4,m33,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S6:224, Set 2",S6,2025-06-03 11:32:16.474,0.003
2025-06-03 11:32:16:475,S6,m35,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S10:2, CloseCartridgeGripper",S10,2025-06-03 11:32:16.475,0.002
2025-06-03 11:32:16:482,S1,m36,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S4:9, ResetDetection",S4,2025-06-03 11:32:16.482,0.002
2025-06-03 11:32:16:485,S1,m36,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S4:8, ResetDetection",S4,2025-06-03 11:32:16.485,0.004
2025-06-03 11:32:16:486,S4,m33,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S6:223, Set 2",S6,2025-06-03 11:32:16.486,0.003
2025-06-03 11:32:16:487,S6,m37,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S10:2, StopCartridgeDetection",S10,2025-06-03 11:32:16.487,0.002
2025-06-03 11:32:16:505,S1,m38,infrastructure,t12,486ac470-b845-45c5-82fb-c8a924a87dfe,"-> Client, 2970299:S4:5, MoveToPosition Park",S4,2025-06-03 11:32:16.505,0.162
